TA842854N00,39000,A5,4400,WAIT,,56,0.07,
TA842793N01,42500,A1,4400,WAIT,,55,0.08,
TA841800N0M,48500,A3,4400,WAIT,,56,1.40,
TA841800N0L,48500,A3,4400,WAIT,,56,0.60,
TA842452N02,49500,A3,4400,WAIT,,18,2.19,
TA842684N02,39000,A4,4400,WAIT,,56,0.05,1
TA842903N03,42500,A1,4400,WAIT,,53,0.43,
TA842740N00,39000,A4,4400,WAIT,,56,4.10,
TA842813N00,39000,A5,4400,WAIT,,55,3.31,
TA842798N01,42500,A1,4400,WAIT,,56,3.65,
TA842752N02,49500,A3,4400,WAIT,,51,1.30,
TA842772N03,27500,A1,4400,WAIT,,9,0.39,
TA842613N01,31500,A4,4400,WAIT,,25,5.36,
TA842782N00,39000,A4,4400,WAIT,,54,0.10,
TA842852N02,39000,A4,4400,WAIT,,54,0.23,
TA842811N02,39000,A4,4400,WAIT,,53,2.95,
TA842865N02,39000,A4,4400,WAIT,,54,1.07,
